Item_Identifier,Item_Weight,Item_Type,Item_MRP,Fat_Content,Outlet_Type,Item_Outlet_Sales
FDJ21,16.7,7,146.5102,,1,2770.3938
FDC53,8.68,8,99.7384,1,2,295.6152
DRK35,,10,36.2506,3,4,37.9506
FDQ09,7.235,7,115.2834,1,2,1267.0174
DRB48,16.75,2,39.3822,3,1,353.5398
DRE25,15.35,2,92.112,3,1,1118.544
FDL08,10.8,4,245.9144,2,1,4655.2736
NCV42,6.26,5,110.2228,1,1,1547.3192
FDW03,5.63,3,105.3306,1,1,1045.306
FDL25,6.92,9,91.8804,,1,275.6412
FDC17,12.15,8,212.0928,1,2,2735.1064
FDK44,16.6,4,175.5738,,1,347.5476
FDE34,9.195,7,182.7634,3,1,3817.0314
FDP10,19,7,104.3622,3,1,1905.5196
FDZ22,9.395,7,83.825,,1,665.8
NCK19,9.8,14,192.1478,2,1,2324.9736
FDO44,,4,109.2228,1,3,3205.1612
NCU41,18.85,13,189.1846,3,1,2101.9306
NCF31,9.13,5,152.3024,,1,1821.6288
FDG14,9,11,152.2024,,1,3643.2576
NCH30,17.1,5,114.586,3,1,2942.836
FDR36,6.715,6,40.2454,2,1,587.2356
NCJ30,5.82,5,167.779,3,1,2886.243
FDR08,18.7,4,110.2886,,1,2223.772
FDU04,7.93,8,123.2414,1,2,487.3656
NCQ50,18.75,5,211.7218,,1,5770.4886
FDL46,,7,117.7466,1,3,1414.1592
DRK37,5,2,188.853,3,1,5502.837
FDK48,7.445,6,76.8354,3,1,2181.8266
FDV58,20.85,7,193.9452,3,1,1565.9616
FDN27,20.85,3,115.1808,1,2,1054.6272
FDZ52,19.2,8,112.9886,1,1,1667.829
NCF42,17.35,5,175.6712,3,1,2812.3392
FDQ48,14.3,6,98.1726,3,1,489.363
FDW49,19.5,11,179.3002,,1,2865.6032
FDR58,6.675,7,90.7462,3,1,1665.8316
NCE07,8.18,5,143.8154,,1,2694.4926
FDK14,6.98,11,83.4934,3,1,1555.9746
FDC11,,15,87.9172,1,3,3836.3396
FDL22,16.85,7,90.7488,,1,543.2928
NCQ41,14.8,13,196.3794,2,1,1950.794
FDX46,12.3,7,57.3562,2,1,177.7686
FDC35,7.435,15,206.9638,,1,1035.319
FDH45,15.1,4,42.8796,3,1,949.4308
FDX33,9.195,7,160.5578,,1,1283.6624
DRJ35,10.1,10,59.9878,2,1,484.7024
FDC40,16,1,79.5986,2,1,934.7832
FDO19,17.7,4,48.1034,,1,534.6374
FDP13,8.1,11,39.448,1,1,878.856
FDP24,20.6,6,120.1756,1,1,1332.9316
NCQ42,20.35,5,127.9678,1,2,3560.6984
FDY59,8.195,6,93.1462,1,2,647.8234
FDU14,17.75,1,248.675,,1,4993.5
FDB21,7.475,4,240.6854,3,1,1691.7978
FDT32,19,4,188.7214,1,2,1695.7926
FDK20,12.6,4,124.0072,1,1,4042.7376
FDX09,,7,174.837,1,3,4763.799
FDM01,7.895,9,102.6332,3,1,1640.5312
DRI37,,2,58.7904,1,3,1288.9888
FDL20,17.1,4,112.3886,,1,2334.9606
FDU13,8.355,11,148.5418,1,2,2207.127
FDE05,,8,145.2102,3,4,437.4306
FDE58,18.5,7,118.4124,2,1,2370.248
FDT32,,4,189.9214,1,3,5087.3778
FDZ01,8.975,11,101.899,,4,103.199
FDM08,10.1,4,224.4088,3,1,4697.8848
FDS58,9.285,7,158.6578,2,1,2406.867
FDZ26,11.6,1,238.3222,3,1,5736.5328
FDC46,,7,183.4266,1,3,7192.6374
FDY51,12.5,3,220.7798,1,2,6611.394
FDL34,16,7,142.3496,,1,3246.4408
DRG39,14.15,1,51.6982,1,2,1262.3568
NCG43,20.2,5,94.1462,1,2,1758.3778
FDT01,13.65,11,211.5902,,1,4672.5844
NCR38,17.25,5,253.1724,,1,3775.086
DRF01,5.655,2,147.4102,1,1,2478.7734
FDF53,20.75,8,182.2318,3,1,3067.3406
FDS45,5.175,7,105.4622,2,1,3281.7282
FDR20,20,4,46.2744,,1,1086.5856
FDY07,11.8,4,46.5402,,4,229.701
FDD38,16.75,11,102.8674,,1,1528.011
DRF15,18.35,1,155.034,1,2,1990.742
FDH32,12.8,4,95.141,3,1,868.869
NCJ42,19.75,5,103.0332,3,1,1230.3984
FDB56,8.75,4,187.6556,1,2,938.778
FDD03,13.3,1,234.03,1,2,4194.54
NCL18,18.85,5,194.6136,2,1,1166.4816
FDW22,9.695,7,222.9114,1,1,5764.4964
FDE32,20.7,4,37.5506,3,1,113.8518
FDA34,,15,174.408,1,3,7443.644
FDJ08,11.1,4,191.7846,,1,3057.3536
FDG38,8.975,11,83.3224,2,1,3579.3408
FDD29,12.15,8,253.1698,1,2,1522.0188
NCE31,7.67,5,35.4216,2,1,450.0808
FDS19,13.8,4,76.9012,2,1,607.2096
FDU11,4.785,12,120.1098,2,1,1325.6078
FDL02,20,11,105.3622,1,1,1270.3464
FDO51,,3,43.4112,1,3,1107.8912
DRK23,8.395,10,254.104,1,2,3542.056
FDO27,6.175,3,95.2752,1,2,1534.0032
FDB16,8.21,1,89.2198,1,1,1308.297
FDA44,19.7,4,55.393,,1,1471.418
NCB18,19.6,5,89.6514,1,2,1239.7196
NCL53,7.5,13,175.3028,3,1,3896.2616
FDR16,5.845,8,214.4218,1,2,1496.0526
NCQ05,11.395,13,151.6708,2,1,3460.8284
FDF44,7.17,4,132.1968,1,2,2870.9296
FDU50,5.75,1,114.7176,,1,1259.6936
FDG20,15.5,4,178.2028,,4,177.1028
FDD58,7.76,7,99.77,3,1,798.96
FDT01,13.65,11,212.9902,,1,3185.853
FDK15,10.8,3,98.3042,1,1,1488.063
FDJ08,11.1,4,189.2846,1,1,5159.2842
FDS10,,7,182.0318,1,3,5954.2494
FDJ55,12.8,3,226.8404,1,1,4500.808
FDU32,8.785,4,123.0414,,4,121.8414
FDG09,20.6,4,185.9556,3,1,4318.3788
FDE39,7.89,1,121.0782,,1,3456.1678
FDU56,16.85,4,185.8266,2,1,1659.8394
NCH55,16.35,5,127.402,,1,759.012
FDX33,,7,159.4578,1,3,4974.1918
FDR24,17.35,6,87.983,,1,1707.777
FDC33,,4,197.3768,1,3,7488.9184
NCV54,,5,116.8124,1,3,2488.7604
NCQ02,12.6,5,186.7556,2,1,2816.334
NCU17,5.32,13,101.4674,1,1,2954.1546
NCZ06,,5,255.2698,3,4,761.0094
FDV37,13,11,199.4426,3,1,593.2278
DRH25,,2,50.2324,1,3,1298.31
NCI43,19.85,5,46.3376,3,1,1150.5024
NCQ53,17.6,13,237.159,,1,3072.667
NCT18,14.6,5,181.7976,3,1,3259.7568
FDF14,7.55,11,152.734,1,1,2756.412
FDM14,13.8,11,106.9254,3,1,2930.1858
FDX57,17.25,7,99.2068,,4,97.2068
NCV05,10.1,13,153.1656,3,1,1544.656
FDX39,14.3,3,212.5586,2,1,3165.879
FDA23,9.8,6,100.6016,3,1,1619.2256
NCV06,11.3,5,194.4478,3,1,387.4956
NCE31,7.67,5,36.3216,,1,415.4592
DRI39,13.8,1,55.893,,4,226.372
FDH21,10.395,16,160.0604,1,1,1267.6832
FDR26,20.7,1,175.8028,3,1,1593.9252
FDA14,,1,147.176,3,4,585.904
FDG21,17.35,16,149.605,1,2,3745.125
NCQ38,16.35,14,104.828,1,2,1810.976
FDN20,19.35,4,167.0474,3,1,2358.2636
NCN29,15.2,13,50.3034,,1,145.8102
FDI28,14.3,8,78.2302,1,2,554.6114
FDA03,,1,146.8102,1,3,3499.4448
FDZ28,20,8,127.3678,3,1,1780.3492
FDO52,,8,172.1106,1,3,2566.659
FDU10,10.1,7,38.2848,,1,1230.3984
FDP13,,11,41.548,1,3,918.804
FDV02,,1,170.7106,1,3,3079.9908
FDS28,8.18,8,56.9588,1,1,744.3644
FDW49,19.5,11,179.8002,3,1,716.4008
FDP33,18.7,7,254.7672,3,1,5113.344
FDJ03,12.35,1,48.5692,,1,886.8456
FDQ51,16,3,45.5718,2,1,1039.9796
DRK23,8.395,10,253.704,1,1,4554.072
FDU11,4.785,12,119.7098,,1,1807.647
NCK06,5.03,5,122.6756,3,1,2665.8632
FDY09,15.6,7,174.3054,,1,1751.054
NCY18,7.285,5,173.6054,3,1,2626.581
FDA10,20.35,7,120.9072,1,1,1470.0864
FDO34,17.7,7,165.9816,,1,4362.3216
FDE38,,11,164.3842,1,3,4476.1734
FDF40,20.25,1,248.4092,,1,2241.0828
FDY02,8.945,1,264.791,,1,4733.838
FDS03,,3,66.0826,3,4,258.3304
FDB59,18.25,7,199.0084,3,1,3174.5344
NCQ42,20.35,5,127.6678,1,1,2924.8594
FDO15,16.75,3,72.3038,1,1,960.7494
DRN47,12.1,10,178.166,,4,539.298
FDA03,18.5,1,144.2102,3,1,2041.3428
FDA01,15,11,58.5904,3,1,996.0368
FDB38,19.5,11,158.992,3,1,1757.712
FDT59,13.65,12,230.6668,,1,1842.9344
FDG08,13.15,4,170.6764,3,1,3435.528
FDV56,,4,106.2596,1,3,1402.1748
FDY26,20.6,1,211.4244,3,1,7833.8028
DRE13,6.28,2,87.9198,3,1,1221.0772
FDE51,5.925,1,42.8086,3,1,669.129
FDL40,17.7,8,94.541,,1,1061.951
FDD50,18.85,11,168.1132,3,1,2874.9244
FDC04,,1,241.8854,1,3,4592.0226
FDN15,17.5,3,141.718,,4,419.454
FDC46,17.7,7,182.8266,2,1,5163.9448
FDV56,16.1,4,107.7596,2,1,323.5788
FDK43,9.8,3,128.402,1,2,1265.02
NCR29,7.565,13,54.793,,1,622.523
FDY03,17.6,3,111.7202,3,1,1125.202
FDU44,12.15,4,164.1552,1,1,5198.5664
FDZ04,9.31,8,61.651,2,1,379.506
FDU16,19.25,8,82.1908,1,1,2432.8332
FDV07,9.5,4,110.7228,,1,1657.842
NCL19,15.35,14,143.947,2,1,3006.087
FDW01,,11,153.4682,1,3,2287.023
FDC10,,7,120.3098,1,3,1687.1372
DRC12,17.85,2,189.1188,,1,3237.1196
DRK39,7.02,1,82.225,2,1,2746.425
FDG24,,6,81.425,1,3,1331.6
FDO04,,8,53.2614,1,3,607.8754
DRB25,12.3,2,106.3938,3,1,857.5504
FDK26,5.46,11,184.824,3,1,4287.752
FDM52,15.1,8,147.2076,,1,1773.6912
FDY07,11.8,4,46.8402,,1,597.2226
NCO06,19.25,5,33.4558,1,2,441.4254
FDO10,13.65,7,55.8588,,1,1431.47
FDK34,13.35,7,240.2564,2,1,2860.2768
FDS33,,7,86.9514,1,3,3364.9532
FDO45,13.15,7,88.6856,,1,1757.712
FDF08,14.3,4,89.8856,3,1,966.7416
FDH58,12.3,7,115.1834,,1,1958.1178
FDS03,7.825,3,63.2826,,4,129.1652
DRF03,19.1,1,38.8138,3,1,365.5242
FDE02,8.71,11,93.7778,2,1,1783.6782
NCZ06,19.6,5,252.2698,2,1,2790.3678
FDW49,19.5,11,179.3002,1,1,2328.3026
FDR23,15.85,12,174.737,,1,2822.992
NCJ29,,13,85.1224,1,3,2045.3376
FDY35,17.6,12,47.2402,,1,505.3422
FDZ01,,11,102.699,1,3,3095.97
FDX19,19.1,4,233.1958,3,1,5141.3076
FDG44,6.13,4,54.0298,1,2,808.947
FDQ23,6.55,12,100.6332,3,1,2665.8632
FDY22,16.5,7,143.8128,,1,2588.6304
NCN41,17,13,125.073,2,1,1108.557
FDA47,10.5,6,162.421,,1,1304.968
NCD19,8.93,5,55.4614,,1,331.5684
FDO36,,6,180.866,1,3,3235.788
FDH20,16.1,4,95.141,2,1,3089.312
FDN12,,6,113.1544,1,3,3355.632
NCJ30,5.82,5,171.379,1,2,2037.348
FDB09,16.25,4,126.2046,1,1,1867.569
FDA09,13.35,7,180.266,,1,898.83
FDL24,,6,172.3422,1,3,7759.899
FDP03,5.15,3,125.6388,3,1,2848.2924
FDR58,,7,94.5462,1,3,2868.9322
FDO13,7.865,9,166.0526,2,1,3617.9572
DRD49,9.895,2,239.4564,3,1,5243.8408
NCF42,17.35,5,176.0712,3,1,2109.2544
DRK35,8.365,10,36.1506,3,1,721.0614
FDR58,6.675,7,92.1462,2,1,1203.1006
FDQ15,,3,83.1276,1,3,1868.2348
NCP50,17.35,14,80.5618,2,1,322.2472
FDV45,16.75,7,186.4556,3,1,3942.8676
DRP35,18.85,10,129.6336,1,1,3195.84
FDN23,6.575,12,143.5444,3,1,3338.3212
FDS44,12.65,4,238.9538,1,1,4086.0146
NCI54,15.2,5,110.9912,1,2,1856.2504
FDH40,,8,79.3276,1,3,1380.8692
FDF46,7.07,7,113.3834,3,1,1267.0174
FDA21,13.65,7,184.4924,1,2,5182.5872
FDI41,,8,145.2418,3,4,147.1418
FDE35,7.06,15,58.8904,,4,58.5904
DRJ24,11.8,2,186.3924,2,1,5367.6796
NCK17,,13,41.548,1,3,1358.232
FDA15,9.3,1,250.2092,,1,5976.2208
FDD36,,6,117.6124,1,3,2251.7356
DRD60,,2,181.1634,3,4,181.7634
FDA46,13.6,7,195.4136,2,1,5443.5808
NCO54,19.5,5,57.2614,,1,1547.3192
FDL48,19.35,6,47.1034,,4,145.8102
NCM19,,14,112.0202,1,3,5063.409
FDS31,13.1,4,178.9318,1,1,3067.3406
FDV12,16.7,6,97.6384,3,1,2857.6136
FDQ31,5.785,4,87.1856,3,1,1406.1696
FDK55,,3,89.4172,3,4,178.4344
DRG15,6.13,1,59.3536,1,1,1470.0864
NCR17,9.8,13,116.2492,1,2,2896.23
FDV01,,11,154.6314,1,3,6515.5188
FDT21,7.42,7,248.4092,1,2,996.0368
FDT10,16.7,7,57.4562,3,1,948.0992
FDL56,,4,85.6198,3,4,87.2198
FDS49,9,11,80.1644,,1,1178.466
FDT32,,4,188.4214,3,4,565.2642
NCX42,6.36,5,164.5526,2,1,2137.8838
FDX26,17.7,1,184.1292,,4,547.2876
FDN02,16.5,11,208.5638,2,1,2691.8294
FDJ40,,8,108.6912,1,3,3057.3536
FDU13,,11,146.0418,3,4,588.5672
DRE27,11.85,1,96.4726,3,1,978.726
FDS27,10.195,3,197.511,3,1,2356.932
FDU44,,4,162.1552,1,3,3086.6488
DRM59,,10,153.2998,3,4,461.3994
FDT08,13.65,4,150.505,1,1,2696.49
FDL46,20.35,7,117.9466,,1,1649.8524
NCV30,20.2,5,62.051,,4,126.502
FDP51,13.85,3,119.6124,3,1,2014.7108
FDA51,8.05,1,112.2518,2,1,1707.777
FDM46,7.365,7,94.712,,1,932.12
FDK02,12.5,11,118.344,,1,2157.192
FDJ57,7.42,16,184.8582,3,1,4643.955
FDJ45,,16,33.7216,1,3,1280.9992
NCB31,6.235,5,261.991,,1,2366.919
FDJ03,12.35,1,49.1692,2,1,886.8456
FDT50,6.75,1,95.6752,2,1,958.752
NCY41,16.75,13,36.8532,1,1,1150.5024
FDJ60,19.35,6,163.3184,,1,2641.8944
FDZ35,9.6,12,102.499,3,1,1547.985
FDS21,19.85,7,62.0194,1,2,619.194
FDM52,15.1,8,147.4076,3,1,2808.3444
FDQ08,,4,62.9536,1,3,2266.3832
FDQ56,6.59,4,85.6908,3,1,1929.4884
FDS47,16.75,12,89.4856,1,1,1054.6272
DRM48,15.2,2,38.6848,,1,1155.8288
FDW46,13,7,65.7484,,1,1174.4712
FDW27,5.86,3,154.1314,1,2,3412.8908
NCQ05,11.395,13,150.1708,,4,300.9416
FDU40,20.85,8,192.2478,,4,387.4956
DRE12,,2,112.886,1,3,2942.836
FDX35,5.035,12,226.3036,2,1,4098.6648
FDD51,11.15,1,45.0744,1,1,452.744
FDY27,6.38,1,178.3344,1,2,3211.8192
NCN06,8.39,5,162.2868,3,1,2620.5888
FDR57,5.675,7,155.5288,3,1,1414.1592
FDL32,15.7,4,110.1544,1,1,1565.9616
FDW46,13,7,65.9484,1,2,1043.9744
NCO17,,13,121.844,1,3,3115.944
FDR19,13.5,4,145.3102,2,1,729.051
FDJ33,8.895,7,125.173,,1,2956.152
FDB15,10.895,1,263.0568,3,1,527.3136
FDA52,16.2,8,178.437,,1,1058.622
FDZ08,,4,84.1592,1,3,1320.9472
FDR27,15.1,3,131.9942,,1,3047.3666
NCK42,7.475,5,217.6192,3,1,1725.7536
FDZ12,,6,144.847,3,4,143.147
FDM60,10.8,6,41.5138,1,2,446.7518
NCI31,20,14,35.019,1,2,585.904
FDX39,14.3,3,210.3586,1,1,6331.758
NCV05,10.1,13,153.4656,,1,1853.5872
FDX16,17.85,8,149.105,3,1,2247.075
DRK12,9.5,2,32.89,,4,33.29
NCA05,20.75,13,146.6734,,1,445.4202
DRG51,12.1,1,164.6526,,4,657.8104
NCR30,20.6,5,74.4696,1,2,223.7088
NCE31,7.67,5,33.1216,3,1,727.0536
FDM56,,4,111.1912,3,4,218.3824
FDP24,20.6,6,119.5756,2,1,2665.8632
DRM37,15.35,2,196.6768,,4,591.2304
FDN56,5.46,4,142.6786,2,1,2311.6576
DRE60,9.395,2,224.772,1,1,7017.532
FDW49,,11,180.6002,3,4,895.501
FDM20,10,4,243.8144,3,1,4655.2736
FDK15,,3,98.2042,3,4,198.4084
FDK48,7.445,6,73.3354,1,1,451.4124
FDO49,,9,49.7008,3,4,50.6008
FDC09,15.5,4,102.1332,1,2,615.1992
NCZ41,19.85,13,126.1704,2,1,876.1928
FDP19,11.5,4,128.1652,3,1,2454.1388
FDQ24,,6,250.4724,3,4,251.6724
DRL11,10.5,10,159.0946,,1,4102.6596
FDO36,19.7,6,177.766,3,1,2696.49
FDN52,,8,86.9198,1,3,1569.9564
FDF21,10.3,4,188.653,,4,189.753
FDU40,20.85,8,192.7478,2,1,3099.9648
FDS51,13.35,3,61.4194,1,1,743.0328
FDE45,12.1,4,177.8002,3,1,1611.9018
FDX50,20.1,1,108.7228,3,1,1215.7508
NCN14,,14,184.2608,3,4,367.5216
FDQ21,21.25,7,120.8756,1,2,3150.5656
FDV57,,7,181.766,1,3,7370.406
FDB44,6.655,4,209.2586,2,1,2954.8204
FDG52,13.65,8,47.7402,2,1,643.1628
FDL38,,11,88.4172,3,4,89.2172
NCS54,13.6,5,176.737,1,1,4940.236
DRL37,15.5,2,41.577,3,1,735.709
FDA43,10.895,4,196.6794,2,1,1170.4764
FDZ39,19.7,3,101.799,,1,1135.189
FDG45,8.1,4,211.8902,1,2,3823.0236
FDH10,21,7,195.0478,2,1,1549.9824
FDO10,13.65,7,58.3588,,4,114.5176
FDS35,,12,63.2826,1,3,1033.3216
FDI41,,8,145.1418,1,3,4561.3958
FDN21,,7,163.1236,1,3,2416.854
NCO18,13.15,5,176.8686,,1,2133.2232
FDB34,15.25,7,85.2198,1,2,1482.7366
FDD05,19.35,8,121.5098,2,1,2892.2352
FDX59,,12,33.0558,1,3,984.7182
FDZ23,17.75,6,185.424,,4,745.696
FDX27,20.7,1,92.7436,3,1,1323.6104
FDV07,9.5,4,110.4228,,1,1547.3192
FDR14,11.65,1,55.5298,,1,647.1576
FDO01,21.1,9,128.7994,,1,1798.9916
FDO13,7.865,9,166.3526,,1,1973.4312
FDU25,12.35,11,57.0246,3,1,1737.738
NCK54,,5,114.715,1,3,1864.24
FDZ56,16.25,4,168.1474,2,1,1516.0266
NCL55,12.15,14,253.704,,1,5060.08
FDD59,10.5,15,78.296,,1,2157.192
FDJ55,12.8,3,226.0404,,1,5400.9696
FDA45,,7,177.637,1,3,5469.547
DRF23,4.61,10,172.8396,,4,174.4396
FDT49,7,11,105.728,,1,1278.336
NCO17,10,13,120.644,3,1,1917.504
FDH22,6.405,7,128.1678,3,1,1017.3424
FDT34,9.3,7,104.2964,1,1,1998.7316
FDB39,11.6,1,57.9272,,1,615.1992
FDQ22,16.75,7,39.1822,,1,314.2576
NCN43,12.15,14,122.973,,4,123.173
FDG57,14.7,4,48.2034,1,1,1020.6714
FDR20,20,4,46.7744,3,1,1222.4088
FDU22,,7,120.2124,3,4,474.0496
NCC43,7.39,5,250.9066,,1,1506.0396
FDP01,20.75,9,150.5682,,4,762.341
FDF52,9.3,8,184.2292,1,2,1277.0044
FDZ33,10.195,7,147.6076,3,1,3547.3824
FDP48,,6,181.395,1,3,6042.135
FDW56,7.68,4,192.2162,,4,384.8324
FDC26,10.195,11,110.6886,1,2,1223.0746
FDF34,9.3,7,200.0084,1,2,2182.4924
FDJ33,8.895,7,123.473,3,1,1478.076
FDD04,16,1,143.2154,,1,1418.154
NCJ31,19.2,14,239.2196,2,1,5061.4116
FDO57,20.75,7,161.7578,3,1,2888.2404
FDM36,,6,172.1422,1,3,5518.1504
NCY05,13.5,13,35.2874,3,1,741.0354
FDS44,,4,241.7538,1,3,9133.4444
FDZ39,19.7,3,101.199,3,1,1857.582
NCM31,6.095,14,143.3154,,1,2836.308
DRK11,8.21,10,150.8392,2,1,2982.784
FDO34,17.7,7,165.9816,,4,167.7816
NCL30,18.1,5,127.3336,3,1,1150.5024
FDK28,5.695,8,259.2646,,1,9275.9256
DRJ39,20.25,1,219.3482,3,1,5038.1086
NCP06,,5,152.3366,1,3,2115.9124
FDE33,,4,80.3644,1,3,1885.5456
FDZ44,8.185,4,115.6808,1,1,703.0848
FDV46,18.2,7,140.718,1,2,2656.542
NCO06,19.25,5,33.3558,3,1,713.0718
DRG03,14.5,1,154.4998,2,1,1691.7978
FDU37,9.5,11,80.196,2,1,2157.192
FDI57,19.85,16,196.8768,2,1,2561.9984
FDM45,8.655,7,119.7756,2,1,2059.9852
FDC26,10.195,11,109.2886,3,1,1334.2632
FDU14,,1,248.375,1,3,10236.675
FDB26,14,11,51.464,3,1,692.432
FDC29,8.39,8,114.0176,1,2,1488.7288
FDY58,11.65,7,228.9694,,1,6622.7126
FDR59,14.5,12,260.4594,3,1,3139.9128
FDS03,,3,65.8826,1,3,1614.565
FDR43,18.2,4,38.319,2,1,585.904
FDZ25,,11,169.379,1,3,5602.707
NCN26,10.85,5,117.1808,,1,703.0848
FDO38,17.25,11,77.2986,1,2,1012.6818
FDP28,13.65,8,261.2936,,1,3131.9232
FDG31,12.15,3,65.4826,,4,258.3304
FDI45,13.1,4,176.1054,2,1,4027.4242
NCS54,13.6,5,176.037,,4,352.874
FDE17,20.1,8,152.2366,,1,2418.1856
NCG06,16.35,5,257.6646,3,1,2061.3168
FDQ57,,7,144.476,3,4,146.476
NCB31,6.235,5,263.991,3,1,4207.856
NCP29,8.42,13,65.8168,1,2,830.9184
NCX29,,13,144.3102,3,4,145.8102
FDU37,9.5,11,78.796,1,2,1198.44
FDM02,12.5,11,86.0198,,4,87.2198
FDN16,12.6,8,102.199,3,1,1960.781
FDR46,16.85,7,147.476,3,1,2929.52
FDE50,,11,189.3556,1,3,2253.0672
FDL52,6.635,8,39.8506,,4,75.9012
FDQ49,20.2,9,157.663,2,1,2190.482
FDI14,14.1,11,140.2496,,1,1693.7952
FDS16,15.15,8,145.676,2,1,3661.9
FDU15,13.65,3,37.9532,1,1,862.8768
NCG43,,5,94.0462,1,3,1850.924
FDR23,,12,177.837,1,3,6351.732
FDS52,,8,102.1016,1,3,3542.056
NCP18,12.15,5,151.9708,1,2,3611.2992
DRF23,,10,172.8396,1,3,7152.0236
FDO09,13.5,7,262.191,,1,6048.793
FDB40,17.5,1,145.9102,,1,2187.153
DRK37,,2,189.453,3,4,759.012
DRN11,7.85,10,145.2444,3,1,1451.444
FDE22,9.695,7,159.692,,1,958.752
FDF04,17.5,8,256.4304,3,1,1808.3128
FDE41,9.195,8,83.1566,,1,1099.2358
FDW08,,4,106.028,1,3,1810.976
NCD54,21.1,5,143.4786,3,1,2311.6576
FDZ33,10.195,7,146.5076,1,2,1330.2684
FDO23,17.85,12,93.8436,3,1,1418.154
FDN34,15.6,7,167.1132,3,1,2874.9244
FDL39,16.1,1,182.1318,2,1,2345.6134
FDT28,13.3,8,151.6708,1,1,3912.2408
FDH33,12.85,7,45.9428,1,2,1274.3412
FDA34,11.5,15,171.808,,1,5712.564
FDZ56,16.25,4,166.4474,3,1,5390.3168
DRH23,14.65,10,54.0614,,1,1160.4894
NCO18,13.15,5,177.4686,3,1,5510.8266
DRG27,8.895,1,42.0138,1,2,568.5932
FDM28,15.7,8,181.366,,4,179.766
NCY41,16.75,13,35.7532,,4,143.8128
FDD21,10.3,4,114.4176,3,1,2633.9048
FDD44,8.05,4,257.1646,1,1,6183.9504
FDP16,18.6,8,246.6802,3,1,2702.4822
FDQ37,20.75,9,193.4478,3,1,4843.695
NCY05,13.5,13,37.0874,,1,952.7598
NCE07,8.18,5,142.0154,3,1,1985.4156
DRI51,17.25,1,173.3764,3,1,2061.3168
NCI31,20,14,35.519,,1,1025.332
FDK60,16.5,6,96.2068,3,1,3013.4108
FDY12,9.8,6,49.8008,3,1,809.6128
FDO38,17.25,11,76.0986,1,1,623.1888
FDP11,15.85,12,218.7166,3,1,1088.583
FDC21,,4,108.4254,3,4,217.0508
NCF54,18,5,172.6422,,1,2931.5174
FDC35,,15,207.5638,1,3,4555.4036
FDV43,16,4,46.2086,1,1,490.6946
DRE12,4.59,2,111.686,1,1,1584.604
DRE27,11.85,1,97.2726,2,1,782.9808
DRC36,,2,173.7054,1,3,5778.4782
FDZ38,,1,174.0422,1,3,5173.266
NCW42,18.2,5,220.7456,,1,4420.912
NCZ18,7.825,5,255.5698,,1,1522.0188
FDL13,,9,232.73,3,4,932.12
NCN18,8.895,5,113.3544,1,2,1006.6896
FDI41,18.5,8,148.6418,,1,1765.7016
FDV22,14.85,7,157.463,2,1,2503.408
NCB43,,5,187.8898,1,3,7296.5022
FDQ46,7.51,7,110.1544,3,1,2684.5056
FDC44,15.6,4,111.9518,1,1,2163.1842
FDB22,8.02,7,154.3998,3,1,3383.5956
FDV23,11,12,124.4046,,1,2241.0828
FDK10,,7,181.166,1,3,3415.554
FDF05,17.5,8,264.391,,1,5259.82
FDL33,7.235,7,193.8452,3,1,1957.452
FDD20,,4,126.4046,1,3,5353.6978
NCM54,,5,125.6678,1,3,4832.3764
FDW48,18,6,81.0618,,1,1450.1124
DRF36,16.1,2,189.0846,1,2,5350.3688
NCM06,7.475,5,155.2656,,1,2934.8464
NCA54,16.5,5,178.7318,,4,360.8636
FDT46,11.35,7,49.8008,,1,708.4112
FDH20,16.1,4,95.441,3,1,2220.443
FDT38,18.7,1,83.1566,,1,1606.5754
NCI17,8.645,13,96.641,,1,868.869
FDO40,17.1,8,147.1392,,1,2237.088
FDP12,9.8,6,36.9874,3,1,705.748
FDI44,,4,75.2328,1,3,1544.656
FDB21,,4,242.9854,1,3,6767.1912
FDG16,15.25,8,213.7192,2,1,1078.596
NCZ42,10.5,5,236.5248,,1,4029.4216
NCJ30,5.82,5,170.379,,1,1018.674
FDV49,10,11,263.2226,3,1,3700.5164
NCO43,5.5,14,103.1016,,1,2024.032
NCF18,18.35,5,191.9504,,4,767.0016
NCX41,19,13,211.0244,,4,1482.0708
FDY11,6.71,6,67.5142,2,1,593.2278
FDU46,10.3,7,88.254,1,1,1125.202
NCI18,18.35,5,222.7746,1,1,1570.6222
FDL38,13.8,11,90.9172,3,1,2141.2128
FDY60,10.5,6,144.8128,,1,2157.192
FDF53,20.75,8,178.7318,1,1,3428.2042
NCM05,,13,263.7226,1,3,6872.3876
FDR13,9.895,11,117.8492,1,2,1506.0396
FDA49,,11,89.0198,3,4,174.4396
FDY52,,8,59.3536,3,4,122.5072
FDL02,,11,107.1622,3,4,211.7244
FDO24,11.1,6,156.7604,2,1,1901.5248
FDM08,10.1,4,223.7088,3,1,2684.5056
FDJ02,,11,147.2418,3,4,294.2836
FDW40,14,8,143.9812,1,2,1139.8496
FDT46,,7,50.5008,1,3,1012.016
FDY08,9.395,4,139.9838,,1,1966.7732
FDM21,,7,256.1646,1,3,7472.2734
FDH26,,11,142.2496,1,3,2399.5432
NCM42,6.13,5,110.0912,1,1,1637.868
FDW13,8.5,11,51.1324,3,1,1350.2424
FDN04,,8,178.1344,1,3,3747.1224
NCD07,9.1,5,114.4518,3,1,1593.9252
